road_SPREAD,road_Rolling 3P,road_Rolling TOT,road_Rolling ST,road_Rolling TO,road_Rolling BL,road_Rolling PTS,road_Rolling FG%,road_Rolling FT%,home_Rolling 3P,home_Rolling TOT,home_Rolling ST,home_Rolling TO,home_Rolling BL,home_Rolling PTS,home_Rolling FG%,home_Rolling FT%,home team win
-1.5,6.8,20.6,6.8,13.4,5.8,103.6,0.475474668,0.751923675,8.2,30.4,9.4,13.4,6,117.2,0.527831445,0.753942327,1
-2.5,8.8,22.2,7.2,15.8,6.2,93.8,0.435429762,0.82957265,13,25,7.2,11,4.4,98,0.402003468,0.809357897,0
11,4,25.2,9.2,12.4,5.2,97.4,0.467164561,0.700392157,8.4,23.2,9.4,13.2,3.8,103.8,0.420875215,0.752671816,1
6,8.6,29,6.6,14.8,5.8,108.2,0.46126423,0.73021164,8.6,19.6,6.8,12.4,3.4,93.6,0.40731348,0.696894371,1
-5.5,8.2,21.4,8.6,14.6,3.6,104,0.471600119,0.809090577,8.6,19,9.2,12.8,6.2,96.4,0.437877006,0.815285238,1
3.5,5.8,14,7.2,11.2,3.8,87.8,0.349709426,0.772050894,9,25.6,6.8,16.8,2.8,97.8,0.466838594,0.756763285,1
6.5,6.8,18.6,8.6,12.6,4,100.4,0.428942547,0.723324116,10.2,19.4,8,10,4,92.4,0.415544263,0.800112045,1
1.5,7.2,23.6,10,12,5.2,98.4,0.476075758,0.790199015,10.2,25.4,5.8,14.2,6.4,100,0.443801745,0.773555212,1
13.5,9.4,24.8,9.4,10.6,5.4,104.8,0.491518754,0.719469419,9.8,18.6,7.6,12.6,5.6,100.8,0.479775068,0.673608662,0
5,8.2,27.4,9.2,12.8,4.8,110.6,0.464032806,0.755010997,10.2,24,6.4,14,8.6,101,0.422809877,0.803229227,1
-3,8.8,21.6,8,20.4,2.8,98.6,0.420202025,0.718620361,9.4,26,6.6,16.6,3.6,101.4,0.483167708,0.775810904,0
-13,14.8,28.4,8,18,5.6,114.8,0.501276813,0.818745144,7,18.2,8.8,12.8,3.4,101.6,0.429884245,0.743778661,0
-7,13.2,27,7.4,14.4,5,109.4,0.479309821,0.742026225,8.2,23.8,6.6,13.8,7.2,97,0.456837307,0.806928685,1
8.5,8,24,9.2,15.8,3.2,94.2,0.431588834,0.724680582,12,24.4,9.8,14.4,6.2,114.4,0.472722802,0.790949349,0
-8.5,9.4,22.4,8.8,17.2,3.8,110,0.47199358,0.725054985,8,22.6,8.2,14.8,5.6,109,0.482276989,0.778196727,1
-5,10.6,22.2,9.8,10.4,6.2,103.4,0.440043757,0.837475879,8.8,27.6,6.4,13.8,4.6,109.2,0.465915393,0.752111801,1
14.5,6.6,15.4,8,12,3.6,93.2,0.372483573,0.796966719,10.2,22.2,8.4,13,6.4,105,0.457287689,0.704412254,1
6.5,10.4,18.4,6.6,12.8,4,93.6,0.433726081,0.772419737,10.2,22.8,10.4,11.4,4.2,105.4,0.492580142,0.699586379,1
-4.5,4.6,26,10,14.4,5.6,101,0.476688371,0.664989858,13.8,24.6,6.6,10.4,4.8,97.4,0.378999805,0.759357897,0
-6.5,8.6,16.2,8.2,14.8,5.4,96,0.46420916,0.665370676,9.6,25.6,7,12.2,7,102.8,0.448253572,0.763028896,0
13.5,6.6,23.2,8.8,14.4,3.6,93.4,0.39296749,0.657619048,9.2,21.8,8.2,14.2,3.8,104.4,0.474090079,0.792619989,1
9.5,6.4,27,8,13.4,6.8,111.8,0.509632571,0.767100222,7.8,19,6.8,12.4,4.2,105.4,0.47012583,0.741300965,1
3.5,14.4,28.6,7.4,16.6,5.8,114.2,0.503291536,0.858916084,6.8,23,9.4,11.2,5.4,97.8,0.458003862,0.807818063,0
-6.5,8.4,18,7.2,13.8,6.4,97.6,0.456700535,0.800247644,7.6,20.8,6.6,14.8,6.6,97.4,0.44903638,0.817777778,0
6,12.6,25.8,7.6,15.8,8,104.2,0.442649449,0.788294162,14.6,26,6.4,14,4.6,108.4,0.478700488,0.705915114,1
2.5,4.8,27,9.4,15.6,5.4,101.8,0.472538498,0.701264368,6.8,25.4,8,14,5.8,108.2,0.492122531,0.780550514,1
7,11.6,21.8,9.4,11.2,5.4,103,0.423465273,0.853348895,8.6,28.6,8.8,12.8,4.8,110.2,0.468830786,0.735403154,0
-6.5,8.8,27,6.8,12.2,4.8,109.6,0.474286179,0.734968944,8.6,22.8,8.8,14,3.6,97,0.395422482,0.695347985,0
-3.5,11.8,23.6,9.2,12.8,6.4,109.8,0.463125974,0.748856699,7.4,24.8,10.4,14.8,4.4,99.6,0.460242365,0.747268817,0
-5,7.6,22,7.2,13.2,7.6,97.4,0.450621051,0.805197084,8.2,24,6.8,15.6,3.2,101.2,0.476384082,0.748033126,0
15.5,7.8,17.6,8.2,13.8,3.2,94.8,0.398729734,0.813663634,10.8,24,8,17.6,3.4,116,0.49268012,0.747782258,1
7,10.4,18.4,6.4,12.6,4.8,93.6,0.432454221,0.7588725,9.2,17.2,7.4,13.6,6.6,96.8,0.474913617,0.728096456,0
6,9,21.6,8,13.8,5.2,107.8,0.466116908,0.744196727,9.8,22.4,8,19.4,3.6,104,0.433340293,0.726969507,0
11.5,8.4,20.2,5.2,12.4,6.8,97.4,0.430037402,0.811428571,10,25,8,14.4,3.8,111.4,0.501997056,0.812725809,1
-1.5,6.6,20,7.8,11.2,3.6,106.6,0.479375118,0.726399004,10.6,19,6.6,11.6,3,98.4,0.424957904,0.696204715,0
12,13.2,25.4,7.4,11,5,102,0.397749805,0.715357897,7.4,18.6,6.4,11.4,5.2,96.4,0.467065288,0.740356537,1
13,11.2,24.4,7.6,17,5.4,114.6,0.476731844,0.707967443,5,22.6,9.4,11,4.8,95,0.437559418,0.820258254,1
9,7.2,18.4,9.4,12,3.4,100.4,0.420651789,0.797852735,8.8,23.4,10.8,11,4.6,101.6,0.479422247,0.626122005,1
4.5,6.8,19.8,7.4,11.4,3.8,107.8,0.499538288,0.731112809,8.6,26.4,8,12.4,4.8,108.4,0.450982407,0.774253729,1
-5.5,8.2,20,7,11.4,5.6,101.8,0.468117919,0.728777589,9.8,23.6,8.4,13.8,5,101,0.413931272,0.669157509,0
7.5,6.6,24.2,9.2,12,6.2,107.6,0.482764834,0.742455276,12.6,21.8,8.4,11,6,105.2,0.435226157,0.824392666,1
4,9,17.4,7.6,12.4,3,99.2,0.429367075,0.712871382,14.4,24,6.4,14.6,4.2,108.2,0.495494193,0.756882856,0
-9,11.4,25.6,8.6,15.2,7.8,103.6,0.443147995,0.75649929,8.6,28,7.2,12.6,3.6,112.4,0.489284873,0.733302277,1
9.5,14.2,25.4,8,11.8,4.8,103.4,0.415325563,0.676500754,7.8,23.6,7,12.8,6.2,103.6,0.487634038,0.808786827,1
5,4.8,20,9.6,10.4,5.4,95,0.431707798,0.790258254,11,18.6,7,12.4,4.2,94.2,0.429578404,0.751080292,0
15,8.8,22.6,8.8,14.8,6.6,107.6,0.477555767,0.707004608,13,25.4,10.6,14.4,6.2,115.6,0.494753881,0.714590965,1
5,9.6,24.8,8.2,14.4,3.6,108.8,0.499735151,0.787508418,4.6,24.4,7.8,17,5.6,98.8,0.468364377,0.718106473,0
10,9,23.4,6.2,15.2,2.2,103.2,0.468357767,0.783436853,6.6,24.8,10.6,14.4,4.8,103.6,0.463201035,0.772723363,1
17.5,6.8,18.4,7.8,12.4,2.2,98.2,0.420728456,0.761718282,12.4,27.4,6.4,14.8,5.6,111.4,0.500036959,0.860625486,1
-4,9.4,18.8,6.6,12.6,6.2,95.6,0.460267153,0.75080177,8,16.2,8.6,14.6,2.6,90.6,0.373297635,0.849065933,1
5,9.6,23.8,11.2,10.6,5.2,100.8,0.48757911,0.657290836,9.4,22.8,8.6,20,3.6,104.4,0.437920938,0.737829236,1
10,8.2,24.4,7.4,11.6,7,97.8,0.430817675,0.74373065,11,23,8.4,14.8,5,112.2,0.481611691,0.820578978,1
-1,7.2,21.6,6.4,15,4,100.8,0.446494782,0.773787374,10.8,21.2,9.6,16.8,3.8,105,0.440756091,0.820896359,1
5.5,9.4,18.4,9.4,15.2,4.8,97.4,0.406895641,0.750157186,5.4,17.6,9.6,15.2,3.4,104,0.433860644,0.723637097,1
-2.5,6.4,22.8,10.2,13.4,5.8,98.2,0.412906252,0.760122087,10.6,22.2,7.8,14.6,5.4,110.6,0.456816269,0.826190476,0
-3.5,8.8,21.6,7.8,11,5.6,105.2,0.448480965,0.861405744,9.6,18.2,6.4,13,5,95.6,0.450588788,0.775897436,0
-11.5,9.6,29.2,9.6,15.2,6.2,115.4,0.49088863,0.80053893,8.6,19,10,16.8,4.8,107.2,0.454328149,0.830350649,1
-4.5,7,19,9.8,17.6,4.4,102,0.42246105,0.692513864,13.2,22.8,7.6,11.8,4.4,114.4,0.462340672,0.780204542,0
-6,7.6,22.8,6.2,12.8,4.4,96.4,0.41715314,0.697932417,6.6,21.4,8.4,12.6,3.8,100,0.449248069,0.756926407,1
3,9.2,24.2,6.6,14.8,5.4,109,0.458550619,0.827857996,8.8,26.8,10,15.6,6.2,109.4,0.46239278,0.774895199,1
3,13,24.2,7.6,15,3.2,110.2,0.470499491,0.712105137,8.8,27,11.4,16.4,4.8,106.4,0.455946855,0.695793061,1
3.5,7.4,20.2,7,15.2,3.2,97,0.4391692,0.757045293,7.4,26.4,9.4,14,5,106.2,0.467462789,0.813095238,1
5,7,18.2,11.2,12.8,4.6,100,0.416701429,0.689550424,7.6,20,7,10.6,6.6,99.4,0.441719224,0.866300849,0
-2.5,10.2,17.4,6,13.2,4.8,92,0.428027812,0.700897436,7.8,21.8,6.6,12.4,5.4,100.8,0.450651335,0.726586081,0
1,10.4,22,8.6,15,5.4,109,0.442816269,0.787728938,9,19.8,9,16.2,4.4,94.6,0.390705165,0.7639619,0
7.5,8.2,21.2,7.2,15,3.8,96.4,0.437740629,0.746518977,5.4,16,9.4,12.8,3.8,102.8,0.466091983,0.820183908,0
2.5,9.6,27.4,11,15.4,6,110.4,0.482680181,0.831095238,10.8,18.4,7.2,11.4,4,97.4,0.416099063,0.811111111,1
7,7.2,18,7.4,17,4.4,102,0.408891851,0.778775225,11.8,27.2,7.4,12.6,6.2,110.8,0.494247672,0.723217469,0
3.5,6.2,17.2,9.8,14.6,3.2,107.6,0.426375656,0.761732335,7.8,20,9.8,17,5,106.6,0.447941396,0.847666667,1
-5,10.6,18.8,6.4,12.4,4.2,95.6,0.446694479,0.732326007,9.4,21.8,7.2,16.4,6.8,92.8,0.425503508,0.730666667,0
1,14,22.8,7.4,17.4,4.4,106.8,0.455232733,0.740595166,5,17.8,8.2,16.4,4.2,97.2,0.44671491,0.754954248,0
3,9.2,26.2,9.4,14.6,6.8,105.6,0.468294255,0.73862069,9.2,23.6,7.6,11.4,6.2,102,0.429442363,0.76497669,1
6.5,8.2,23,6,12.2,4.8,94.8,0.420235825,0.666715486,8.2,22.6,7.2,15.6,6.2,106.8,0.466365699,0.84119133,1
5.5,9.4,21.6,6.8,13.8,6.2,98.6,0.42714506,0.671622458,7.2,20,10.2,18,5.6,103.8,0.444133489,0.671360018,1
8.5,7.2,22.4,8.6,12.6,5.6,102.4,0.461152831,0.747835498,7.2,20.6,10.8,13,5,100.4,0.438679451,0.736134275,1
16.5,7.8,22.2,8.4,12.8,7.4,100,0.421786918,0.690341867,9.2,29.6,10,16,5.6,114.8,0.487468658,0.796094485,1
7.5,8,27.2,12.2,16,4.6,106,0.461829208,0.656904172,13.4,21.2,7.2,12.2,4.4,111.4,0.447914672,0.788391676,0
-4,7.6,20,7.4,15,5.4,101.6,0.457808509,0.748112395,9.6,20.8,10.4,16.6,4,100.6,0.432556067,0.813277311,1
4,7.8,18.6,7.4,15.6,4.8,105.2,0.424497129,0.782098783,8.4,19,10.2,16.4,5,92.6,0.381201863,0.764923439,1
8.5,6.4,18.2,9.2,15,3,107.2,0.424926042,0.787625192,12.4,22.2,9.2,15.2,5.6,107.8,0.441192408,0.800691901,1
4.5,9,16,8,11.4,2.8,90.4,0.404560601,0.85,8,21.2,10.2,18,4.6,112.6,0.46286203,0.849571429,0
6.5,8.2,21.6,8.4,14,6.6,98.4,0.425286918,0.71546264,7.4,20.6,6.8,14.2,3.8,94.4,0.43315541,0.742906074,1
8,10,20.8,10.2,17.4,4.2,103.8,0.455726061,0.820200388,7.6,22,7,11.2,5.2,105,0.478292936,0.755533449,1
1,11.2,26.2,5.4,11,5.2,107.8,0.477493614,0.718455564,5.8,16.8,7.8,15.2,4.4,98.6,0.444587251,0.790509804,1
3,11.4,19.2,6.8,10.8,6,102.4,0.468418895,0.698479853,10.2,24.2,9,11.6,5,105,0.43717377,0.773310023,1
2.5,8.8,20,8.4,16.2,5,104,0.458870188,0.753038504,8.4,24.6,5.6,13.2,5.4,94.4,0.4284092,0.700048819,0
11.5,9.4,20.8,7.2,17.4,5.2,90.2,0.420308703,0.723030303,9.6,26.4,9.6,15.6,6.4,106.8,0.477890434,0.755287356,1
3.5,7,21,7,14.8,5.8,105.6,0.456096559,0.821529271,9.2,25.4,10.2,17.4,4,107.2,0.464240247,0.668136056,1
4,6.2,17,9,11.8,4.8,99.2,0.442171717,0.809505376,8,22.2,9.6,16.8,6,100.6,0.447858979,0.688697479,0
-4.5,6.6,19.8,8,12.4,5.2,97.2,0.433270931,0.71963037,6.2,18,9.2,16,2.2,111.4,0.44270382,0.813322162,1
8.5,14.4,24.2,7.4,17.4,5.6,108.4,0.464744487,0.74597151,8.4,19.2,6,11.8,6,97.4,0.431661065,0.864523071,0
11,13.2,22,8.2,16.2,4.8,109.6,0.460466785,0.800691901,8.6,22.8,10.8,12.4,5.6,105.6,0.464646477,0.768861548,1
18.5,9.4,18.2,8,11.8,3.2,92.6,0.42193865,0.856666667,10.6,30.2,11.2,16.2,6,113.6,0.490765361,0.784189723,1
5.5,8.4,23.4,8.2,14.2,7.4,101.4,0.441344504,0.713240418,9.2,25.2,10.4,18,5.4,103.4,0.462669094,0.814428571,0
1,6.6,20.6,8,13.6,4.6,103.4,0.445082853,0.785021335,9.4,18.6,7.4,14.2,6.2,94,0.404047367,0.719349731,0
-7,12.4,31.4,10.6,16.2,6,115.6,0.522644228,0.732674572,8.6,19.6,6.6,16.6,4.6,104,0.448497129,0.781947953,0
5.5,8.6,21.2,8.4,17,4.4,112.8,0.479838158,0.848380952,7,20.2,6.2,12.4,3.6,95.8,0.433451706,0.766063969,0
-5,10,24.6,9.8,16.2,6.2,111,0.48905205,0.727509579,11.2,22.2,7.6,16.8,5.4,98.8,0.447150808,0.671100478,1
-7.5,13.2,21.4,8,10,4,113.8,0.439117843,0.810937131,6.8,18.8,8,14.6,5,101.6,0.456215158,0.774509804,0
0,7.6,19.6,9.2,10.4,5.4,103.4,0.468008397,0.756980124,10.4,25,8.6,11.6,3.8,106.4,0.45376974,0.744574391,0
-5,10,19.6,6.8,11.2,5.6,100.8,0.461101822,0.687368742,8.4,24.4,4.8,11,5.4,96,0.427344774,0.737997537,0
5,8.4,22.2,8.4,11.6,5.4,104.8,0.468681952,0.768504791,11.6,26,5.2,11,4.8,106.6,0.463913367,0.711637382,1
-5,9.6,23.4,11,10.6,6.2,104.6,0.452002799,0.756421356,8.6,20,7.8,16.8,5.8,98.4,0.436905921,0.704636758,0
9,7.4,19.2,8.6,11.6,5.4,97.6,0.41654468,0.73838037,7.8,19.4,7.6,12,5.6,97.6,0.425895144,0.881334665,1
6.5,7.6,21.4,8,12.4,3.4,94.8,0.437047212,0.745693598,11.6,20.6,6.6,15.4,4.6,104.8,0.444874818,0.81973952,1
-1,9.2,22,8.4,17.4,4.4,111.4,0.49265322,0.817835498,8.4,23.2,7.4,13.6,7.8,101.2,0.441180076,0.742328042,0
-2,10.8,25.6,7.6,11.4,4.2,108.8,0.445394849,0.740365152,9,25.4,10.6,15.8,5.2,109,0.48343554,0.760193237,0
7.5,8.2,22.4,8.6,14.4,5.8,104.4,0.457499369,0.78497538,8,20,9.4,10,4.6,105,0.470382135,0.795889215,1
14.5,11.6,21.4,8,17.6,5,100.4,0.432106306,0.688842414,8.8,25.4,9.6,19,4.2,109,0.481900762,0.707694764,1
10,6.8,17.8,7.8,13.6,5,99.8,0.426904813,0.799071207,6.4,20,8,11.8,3.6,103,0.441809167,0.816634238,1
-1.5,7.6,20.2,8.4,10.6,5,95.6,0.42454013,0.869998633,14.2,26,7.8,17.8,5.6,110,0.475665665,0.767183631,0
-5.5,10.4,22.6,10.2,9.2,5.8,110,0.464539554,0.787532468,10,21.6,8.8,15.2,5,108,0.456604178,0.764949174,0
-1.5,9,19.8,7.4,11.8,6.4,98.8,0.451674212,0.746984127,9.2,19.2,8.6,13,6.4,94.8,0.411446945,0.722683064,0
3,6.8,20,11.2,16.4,5.6,91.8,0.394891081,0.755611698,9.6,25.4,9.2,17.8,5.6,108,0.472420263,0.817285714,1
5,6.8,18.2,7.6,11.8,5.2,94.4,0.408620375,0.785999417,9.4,22,7.6,18.6,3.4,103.8,0.447866712,0.76883871,0
5,10,20,9.6,17.4,3.8,101.4,0.451175127,0.796655414,6.8,18.2,8.4,15.4,3.4,113.2,0.449846677,0.818268398,0
7,12,25,7.2,12.2,3.4,109,0.454477512,0.74305924,13.8,21.2,8.2,11.2,4,113.8,0.441020592,0.81042431,1
9.5,8.8,21.2,5.6,11.4,5.4,90.2,0.40368886,0.732424782,10.8,21.4,6.8,15.8,5.2,103,0.442317177,0.753057811,0
1,10.6,24.4,7.8,16.4,3.6,112,0.496624851,0.809264069,9.2,21,9,13.6,4.6,105.8,0.436235408,0.770332197,1
16.5,7.4,19.8,8.2,15.4,3,110.4,0.439176139,0.803982684,13.2,30.8,10.8,16,6.4,115.2,0.518519971,0.774848485,1
7.5,10,20.2,6.8,17.6,3.8,102.4,0.437284701,0.772207131,11.8,21.4,6.6,14.8,3.8,106.2,0.466357664,0.77952788,1
8,9,21.2,5.4,10.4,6,93.6,0.420189414,0.753294347,8.2,23,9.6,14.2,6.2,107.4,0.47332931,0.754637681,1
4,8.4,18.8,8.4,11.4,3,93.2,0.426589813,0.836666667,8,22.6,7.2,14.4,5,106,0.461162195,0.79897538,1
3,10.2,21.8,6,14.6,5.2,107.2,0.46403132,0.761849019,5.8,18.6,7.6,11,4.2,95.4,0.426751688,0.757427989,1
-3.5,9.6,24.4,7,11.6,4.8,108.4,0.438641975,0.774589751,7.4,23.8,6.6,11.4,7,104.4,0.453772668,0.750222779,1
11.5,11.4,21,9.2,18,5.4,101,0.439783527,0.645509081,13.8,24.4,8,19.2,6,106,0.456514604,0.793088393,1
11,8.8,19.6,8.2,12.2,6,93.2,0.412774105,0.689484683,7.4,20.6,8.4,10.8,6.2,98.6,0.445592762,0.847379585,1
6,7.2,22,9.4,15,5.6,95,0.412634671,0.79436375,8,19.2,7,11.2,6.4,102,0.475439644,0.79040518,0
14.5,12.2,21.6,8.4,17.8,5.2,108.2,0.477663222,0.808083986,11,23.8,8.2,9.8,5.4,114,0.494508594,0.775247455,1
6,7.4,19.4,8.2,9.6,5.4,106,0.452669727,0.833573425,13.4,21.8,8,10.8,5.2,108.2,0.422188743,0.749349041,1
-6.5,9.2,25.6,9.6,18.6,5.2,109.2,0.486482805,0.663359788,7,19.2,9,11.8,5.8,89.6,0.414822831,0.658942812,0
-1,11.6,24.6,7,10.2,3.4,105.8,0.431532808,0.771264368,10,22.6,9.4,12.4,4.6,111,0.461689954,0.74366553,0
4.5,5.8,21.2,8.6,11.4,4,103.4,0.4341263,0.837671275,11,21.4,6.4,13.4,4.8,107.6,0.455145543,0.780489418,0
7,11.6,19.8,7.6,18.2,5,105.4,0.458080173,0.797923558,10.6,22.4,7.2,16.6,3.6,108.4,0.494845756,0.794978355,1
-7,6.6,19,7,12.2,5.8,99.8,0.432921296,0.805737874,9.6,20.4,9.4,17,5,98.4,0.42338506,0.705313002,1
7,6.6,21.4,7,13,5.2,103.4,0.450890902,0.809746589,8.2,19.4,5.2,11.6,5.8,89.8,0.404987949,0.781214575,1
2.5,13.2,22.2,7.6,12.6,5.4,106.8,0.430593791,0.719233211,7.4,22,9.8,13.8,6.2,102.8,0.444130344,0.837971014,1
6,8,18.2,9.2,11.2,3.6,92.4,0.417066003,0.822121212,9.8,23.2,8,12,3.6,105,0.422808642,0.771862479,1
2,5.4,19.2,6.6,10.2,4.2,95.6,0.424991853,0.774473443,8,19.8,6.8,16.8,5.6,101.2,0.444970896,0.824372205,1
5,9,23.4,9.2,17.2,5.6,105.8,0.481599319,0.786333333,9.4,24.8,10,18.8,5.4,109.4,0.501874372,0.672424116,1
2.5,14.2,23.4,6.8,18.8,6.4,105.4,0.458835878,0.769994711,9.8,20.2,4.8,15.2,4.6,102.4,0.434380157,0.791394474,1
-6,13.6,31.8,10.6,16.2,5,117.4,0.518597461,0.789042033,8.8,21.4,9,8.2,5.4,110.2,0.460407822,0.789128981,0
4.5,7.4,21.6,8.8,15,3.2,112,0.455376856,0.786400266,10.8,19.4,6,18,4.6,106.2,0.450448133,0.753931269,1
12.5,7.2,20.6,7.8,14.8,5,97.6,0.437158747,0.81359452,12,25.4,10,10.4,5.4,116.2,0.497878558,0.751437931,0
-5.5,7.8,22,7.4,12,6,97.4,0.43692394,0.813709552,7.4,21.6,7.8,12.6,3.8,100,0.439774485,0.776281834,0
5,8.2,21,6.8,16.2,6.4,100.4,0.434088657,0.771740626,7,20.4,7.8,12.4,5,103,0.437368012,0.808561404,1
4,8.2,22,9,15.8,4.8,100.8,0.446557009,0.783555556,6.6,18,9.2,13.8,6.2,90.2,0.418448981,0.682752335,1
5,10,21,6.6,12.6,4.6,105.2,0.436583646,0.739748677,14.6,24,7,16.8,5.8,106.6,0.458733576,0.729335371,1
11.5,10.2,23.2,9.6,16.8,4.8,103.4,0.451956488,0.705313002,12.2,25.2,8.8,12.6,4,114.2,0.468511783,0.753846154,1
3,6,21,8.4,10.2,3.8,107.2,0.431723821,0.849099846,8,18.4,7.4,10.8,5.8,98.4,0.469996722,0.782612972,0
2,9.8,24.8,7.8,18.2,5.8,108.4,0.493214241,0.729950998,11.8,24.8,7.6,9.6,4,109,0.455311878,0.793234065,1
8.5,6.2,20.2,6.8,10,4,99.6,0.450644651,0.802678571,12.6,21.4,6.2,13,5.4,105,0.430670459,0.683677656,1
4,7.8,20.4,8.8,14.8,3.6,111.2,0.466198945,0.75339534,7.6,21.8,9.8,12.2,7.8,103.4,0.459023961,0.818577075,0
0,9.2,21.4,6.8,11,4.6,102.2,0.416583646,0.758796296,6.6,20,6.4,12.6,6.8,98.6,0.426561633,0.81208577,1
9.5,12.2,20.4,6.8,18,5.4,110,0.468529494,0.805542606,10.4,20.4,4.6,15.2,5,104,0.442559428,0.812402877,1
-8.5,15.2,33.2,9.8,14.6,5.8,123.4,0.529049211,0.834756319,9.6,20.6,8.6,13.6,3.4,101.6,0.418539636,0.757783804,0
-3.5,8.4,20.2,8.2,14.2,3.6,102.2,0.460910199,0.827470118,7.6,17.8,10,10.6,3.6,90,0.417066003,0.792121212,0
-3.5,9.4,20.2,9.4,9.8,4.6,116.2,0.479223153,0.814778076,10.2,19.8,6.2,17.4,4.2,105.6,0.442460422,0.782425892,0
-7.5,8,24,8.6,11.2,6.4,101,0.453570132,0.790650728,10.4,22.8,7.4,15,3,109.6,0.492865079,0.798832176,0
-8.5,11.2,22.8,11,10,5.4,114.8,0.481341846,0.719887129,7.2,20.4,7.2,13,3.8,102.8,0.455939898,0.773225806,0
6.5,6.8,16.6,6.2,11.4,4.2,92,0.445743328,0.834041543,14,23.6,7,15.8,5.6,109,0.451778213,0.722668704,1
-2,11.4,23.8,7.4,9.6,4,104.6,0.439915053,0.751567398,7.4,21.6,7.2,12.2,7.4,102.4,0.44584154,0.807641326,1
4.5,7.2,19.4,8.6,12.8,6.4,92.4,0.425051828,0.614786967,8,21.6,6.8,12.8,4.4,105.6,0.463031264,0.806339181,0
7.5,6.8,16.8,8.2,11,4.6,85.6,0.39960025,0.763333333,8.4,17.2,5.4,11.2,6,91.6,0.404613617,0.730337382,1
2,9.8,20.2,8.8,14,3.2,100.6,0.406818678,0.797496722,5.6,20.8,5.6,9.2,3.8,95.8,0.44110013,0.803928571,0
-2,8.2,21,9.6,13.8,4.6,110.2,0.461044306,0.750365037,9.2,21.6,9.2,16.4,4,97.6,0.429813178,0.768470897,1
-1,11,24.8,8,12,5,114.2,0.486110127,0.790989011,9,20.4,7.8,14,3.2,99.4,0.464886469,0.814970118,1
-8.5,13.8,32.8,9,13.8,6.4,121,0.526826989,0.784756319,6.8,20.4,7.4,15.4,4.4,92,0.412439362,0.769401709,0
8,6.4,17.4,8.4,10.2,4.2,101.8,0.410675131,0.862809524,11.6,23.4,10.6,11.4,5.2,116.8,0.499248682,0.739138466,1
-4.5,9,25.4,9.4,17.6,6.2,105.6,0.484836816,0.717696096,8.6,20.6,6.4,16,5.6,100.8,0.43378532,0.810564155,1
-4.5,10.4,22,6.4,11,4.2,106.4,0.4211291,0.764290802,12,20.2,7,17.2,4.8,107.2,0.442340528,0.788619529,0
9.5,6,20.4,9,12.6,8.2,98.2,0.444871914,0.827197765,9.4,21.4,5.2,14.6,5,108.4,0.468888004,0.790091049,0
-4,8.8,19.8,9,9.8,3.8,116.4,0.467098057,0.800995085,8.2,20.4,7.8,14,3.6,106.6,0.457132504,0.790552995,1
3.5,7.6,16.2,5.8,11.4,4,92.8,0.45569198,0.819662458,9,20.8,6.4,16.8,4.2,106.4,0.436436326,0.772320312,1
2.5,6.4,16,7,10,4.4,99.4,0.406279527,0.877095238,10.8,23.6,7.4,14.4,3,111.6,0.485084354,0.80359408,0
-4.5,7.2,19.2,8.2,13.4,6.8,96.2,0.444410117,0.596838249,10.4,23.4,10,16.2,4.6,99.8,0.450743411,0.730728961,1
7.5,7.8,20.6,10.4,13.4,4.8,109.8,0.455350724,0.720561116,8.2,20.2,6.8,12.8,3.4,104.2,0.457413287,0.791793727,1
5.5,8,17.6,6.6,13,3.6,96.4,0.438876677,0.851812223,12.8,24.8,7.2,10.8,4.4,107,0.429706353,0.763636364,0
-14.5,13.2,32.2,10,13.2,6.4,122.6,0.499031826,0.829074501,7.2,20.4,8.8,14.4,8,100.2,0.446123191,0.790732127,0
-2.5,14.4,24.2,7.2,12.8,5.4,111,0.44626812,0.718123249,6,22.4,6.2,8,3.8,97,0.442936116,0.77952381,0
6.5,8.4,16.6,6.2,13.2,6.6,89.2,0.40238134,0.749731321,7.6,23,6.6,12.6,4.2,101.2,0.442639417,0.771401709,1
-1.5,10,20,6.2,12.6,4,96.4,0.409528705,0.827592482,9.8,22.6,7.4,14,5,103.8,0.460786851,0.764415584,0
13.5,7.4,14.6,7.6,11.4,4.8,81.2,0.362254669,0.752962963,8.6,25.6,7.4,11.6,6.6,104.4,0.487819216,0.806791079,1
9,9.4,19.4,8.8,11.8,4,113.6,0.451542501,0.793419327,11.6,23.8,10,12,5,115.2,0.502057501,0.784355858,1
1.5,10.8,20.8,5.6,11.8,4.8,107.8,0.431772055,0.775931013,9.4,21,6.6,14,3.6,104.2,0.4590271,0.77695071,1
8,8.4,22.6,7.2,12.4,7.2,104.2,0.445956193,0.79045614,8.4,24,9.2,16,6,101.4,0.463631997,0.692664167,0
-1.5,6.8,17.8,6.8,11.2,4.6,103.4,0.426581735,0.839952381,8,21.8,5.8,14.8,4.2,107.2,0.453259681,0.717810508,1
-3,8.2,22.8,6.6,15.4,6.2,109,0.469653081,0.766114441,11.6,25.2,8,12.2,3.2,113.4,0.470553695,0.800996678,1
-6,9.2,18.4,6.4,12.4,4.4,98.2,0.444371183,0.814277209,10.4,23.4,8.8,15.2,4.8,100.8,0.458868217,0.760728961,0
-5.5,8.4,25.6,7.6,12.6,6.4,104.4,0.492263661,0.792896342,11.2,24.4,8.2,10.6,5.4,102.8,0.430177704,0.740909091,0
